Content_ID,Content_type,Category,URL,ReactionType,Datetime,Sentiment,Score
36BD1711-92F6-4240-8AC5-21DF845ABE86,gif,technology,https://socialbuzz.cdn.com/content/storage/36bd1711-92f6-4240-8ac5-21df845abe86,super love,2021-04-16 01:53:09.0000000,positive,75
36BD1711-92F6-4240-8AC5-21DF845ABE86,gif,technology,https://socialbuzz.cdn.com/content/storage/36bd1711-92f6-4240-8ac5-21df845abe86,super love,2020-09-20 18:54:34.0000000,positive,75
36BD1711-92F6-4240-8AC5-21DF845ABE86,gif,technology,https://socialbuzz.cdn.com/content/storage/36bd1711-92f6-4240-8ac5-21df845abe86,super love,2020-12-12 14:05:06.0000000,positive,75
36BD1711-92F6-4240-8AC5-21DF845ABE86,gif,technology,https://socialbuzz.cdn.com/content/storage/36bd1711-92f6-4240-8ac5-21df845abe86,super love,2021-03-01 01:53:57.0000000,positive,75
36BD1711-92F6-4240-8AC5-21DF845ABE86,gif,technology,https://socialbuzz.cdn.com/content/storage/36bd1711-92f6-4240-8ac5-21df845abe86,interested,2021-04-27 22:15:14.0000000,positive,30
36BD1711-92F6-4240-8AC5-21DF845ABE86,gif,technology,https://socialbuzz.cdn.com/content/storage/36bd1711-92f6-4240-8ac5-21df845abe86,super love,2021-05-23 14:14:23.0000000,positive,75
9B3A6D30-48E8-476C-82BE-9031524BD04D,video,food,https://socialbuzz.cdn.com/content/storage/9b3a6d30-48e8-476c-82be-9031524bd04d,want,2021-03-23 01:55:33.0000000,positive,70
9B3A6D30-48E8-476C-82BE-9031524BD04D,video,food,https://socialbuzz.cdn.com/content/storage/9b3a6d30-48e8-476c-82be-9031524bd04d,interested,2020-07-18 10:43:22.0000000,positive,30
9B3A6D30-48E8-476C-82BE-9031524BD04D,video,food,https://socialbuzz.cdn.com/content/storage/9b3a6d30-48e8-476c-82be-9031524bd04d,interested,2020-07-26 10:36:35.0000000,positive,30
9B3A6D30-48E8-476C-82BE-9031524BD04D,video,food,https://socialbuzz.cdn.com/content/storage/9b3a6d30-48e8-476c-82be-9031524bd04d,super love,2020-11-15 22:53:12.0000000,positive,75
9B3A6D30-48E8-476C-82BE-9031524BD04D,video,food,https://socialbuzz.cdn.com/content/storage/9b3a6d30-48e8-476c-82be-9031524bd04d,super love,2020-09-22 17:07:18.0000000,positive,75
388BD9DB-9D10-4F47-87C4-6DB46E83BC95,video,education,https://socialbuzz.cdn.com/content/storage/388bd9db-9d10-4f47-87c4-6db46e83bc95,interested,2020-08-22 23:58:52.0000000,positive,30
388BD9DB-9D10-4F47-87C4-6DB46E83BC95,video,education,https://socialbuzz.cdn.com/content/storage/388bd9db-9d10-4f47-87c4-6db46e83bc95,want,2021-05-23 16:22:41.0000000,positive,70
388BD9DB-9D10-4F47-87C4-6DB46E83BC95,video,education,https://socialbuzz.cdn.com/content/storage/388bd9db-9d10-4f47-87c4-6db46e83bc95,want,2020-12-16 01:34:11.0000000,positive,70
388BD9DB-9D10-4F47-87C4-6DB46E83BC95,video,education,https://socialbuzz.cdn.com/content/storage/388bd9db-9d10-4f47-87c4-6db46e83bc95,super love,2021-04-28 09:23:52.0000000,positive,75
388BD9DB-9D10-4F47-87C4-6DB46E83BC95,video,education,https://socialbuzz.cdn.com/content/storage/388bd9db-9d10-4f47-87c4-6db46e83bc95,interested,2020-12-17 06:49:58.0000000,positive,30
388BD9DB-9D10-4F47-87C4-6DB46E83BC95,video,education,https://socialbuzz.cdn.com/content/storage/388bd9db-9d10-4f47-87c4-6db46e83bc95,interested,2020-07-22 17:01:44.0000000,positive,30
74718BBF-E5A3-442F-8CA2-4A3428757FC1,video,dogs,https://socialbuzz.cdn.com/content/storage/74718bbf-e5a3-442f-8ca2-4a3428757fc1,interested,2021-01-30 20:09:06.0000000,positive,30
74718BBF-E5A3-442F-8CA2-4A3428757FC1,video,dogs,https://socialbuzz.cdn.com/content/storage/74718bbf-e5a3-442f-8ca2-4a3428757fc1,want,2020-11-25 02:16:27.0000000,positive,70
74718BBF-E5A3-442F-8CA2-4A3428757FC1,video,dogs,https://socialbuzz.cdn.com/content/storage/74718bbf-e5a3-442f-8ca2-4a3428757fc1,super love,2021-02-15 09:38:39.0000000,positive,75
74718BBF-E5A3-442F-8CA2-4A3428757FC1,video,dogs,https://socialbuzz.cdn.com/content/storage/74718bbf-e5a3-442f-8ca2-4a3428757fc1,want,2020-09-01 22:33:03.0000000,positive,70
74718BBF-E5A3-442F-8CA2-4A3428757FC1,video,dogs,https://socialbuzz.cdn.com/content/storage/74718bbf-e5a3-442f-8ca2-4a3428757fc1,super love,2020-11-08 03:05:59.0000000,positive,75
A82B8250-08AA-47A5-97C4-19F30F236179,audio,culture,https://socialbuzz.cdn.com/content/storage/a82b8250-08aa-47a5-97c4-19f30f236179,interested,2020-11-10 15:32:24.0000000,positive,30
A82B8250-08AA-47A5-97C4-19F30F236179,audio,culture,https://socialbuzz.cdn.com/content/storage/a82b8250-08aa-47a5-97c4-19f30f236179,interested,2020-07-25 09:43:19.0000000,positive,30
A82B8250-08AA-47A5-97C4-19F30F236179,audio,culture,https://socialbuzz.cdn.com/content/storage/a82b8250-08aa-47a5-97c4-19f30f236179,interested,2020-08-13 05:28:39.0000000,positive,30
A82B8250-08AA-47A5-97C4-19F30F236179,audio,culture,https://socialbuzz.cdn.com/content/storage/a82b8250-08aa-47a5-97c4-19f30f236179,super love,2020-11-06 10:51:13.0000000,positive,75
A82B8250-08AA-47A5-97C4-19F30F236179,audio,culture,https://socialbuzz.cdn.com/content/storage/a82b8250-08aa-47a5-97c4-19f30f236179,super love,2020-12-04 18:08:23.0000000,positive,75
A82B8250-08AA-47A5-97C4-19F30F236179,audio,culture,https://socialbuzz.cdn.com/content/storage/a82b8250-08aa-47a5-97c4-19f30f236179,super love,2020-11-14 02:20:56.0000000,positive,75
A82B8250-08AA-47A5-97C4-19F30F236179,audio,culture,https://socialbuzz.cdn.com/content/storage/a82b8250-08aa-47a5-97c4-19f30f236179,super love,2020-12-24 11:16:13.0000000,positive,75
A82B8250-08AA-47A5-97C4-19F30F236179,audio,culture,https://socialbuzz.cdn.com/content/storage/a82b8250-08aa-47a5-97c4-19f30f236179,want,2020-07-06 02:56:53.0000000,positive,70
1157961E-120E-4B2D-8FB2-705433ED9918,video,veganism,https://socialbuzz.cdn.com/content/storage/1157961e-120e-4b2d-8fb2-705433ed9918,super love,2021-01-27 12:36:52.0000000,positive,75
1157961E-120E-4B2D-8FB2-705433ED9918,video,veganism,https://socialbuzz.cdn.com/content/storage/1157961e-120e-4b2d-8fb2-705433ed9918,super love,2021-01-25 01:51:27.0000000,positive,75
83D08B29-6CDC-436C-89A6-20C3D60F7E73,gif,soccer,https://socialbuzz.cdn.com/content/storage/83d08b29-6cdc-436c-89a6-20c3d60f7e73,interested,2021-06-08 07:25:35.0000000,positive,30
83D08B29-6CDC-436C-89A6-20C3D60F7E73,gif,soccer,https://socialbuzz.cdn.com/content/storage/83d08b29-6cdc-436c-89a6-20c3d60f7e73,want,2020-11-06 07:23:17.0000000,positive,70
83D08B29-6CDC-436C-89A6-20C3D60F7E73,gif,soccer,https://socialbuzz.cdn.com/content/storage/83d08b29-6cdc-436c-89a6-20c3d60f7e73,want,2021-06-11 16:17:32.0000000,positive,70
83D08B29-6CDC-436C-89A6-20C3D60F7E73,gif,soccer,https://socialbuzz.cdn.com/content/storage/83d08b29-6cdc-436c-89a6-20c3d60f7e73,super love,2021-03-27 01:14:51.0000000,positive,75
83D08B29-6CDC-436C-89A6-20C3D60F7E73,gif,soccer,https://socialbuzz.cdn.com/content/storage/83d08b29-6cdc-436c-89a6-20c3d60f7e73,interested,2021-06-14 21:27:45.0000000,positive,30
83D08B29-6CDC-436C-89A6-20C3D60F7E73,gif,soccer,https://socialbuzz.cdn.com/content/storage/83d08b29-6cdc-436c-89a6-20c3d60f7e73,want,2020-08-13 02:29:21.0000000,positive,70
83D08B29-6CDC-436C-89A6-20C3D60F7E73,gif,soccer,https://socialbuzz.cdn.com/content/storage/83d08b29-6cdc-436c-89a6-20c3d60f7e73,super love,2020-08-30 11:41:20.0000000,positive,75
83D08B29-6CDC-436C-89A6-20C3D60F7E73,gif,soccer,https://socialbuzz.cdn.com/content/storage/83d08b29-6cdc-436c-89a6-20c3d60f7e73,want,2020-09-05 02:46:10.0000000,positive,70
36BD1711-92F6-4240-8AC5-21DF845ABE86,gif,technology,https://socialbuzz.cdn.com/content/storage/36bd1711-92f6-4240-8ac5-21df845abe86,worried,2020-12-07 22:01:34.0000000,negative,12
36BD1711-92F6-4240-8AC5-21DF845ABE86,gif,technology,https://socialbuzz.cdn.com/content/storage/36bd1711-92f6-4240-8ac5-21df845abe86,cherish,2021-04-06 18:47:26.0000000,positive,70
1BEEFFFF-F261-435F-A109-6FAFE46669D4,photo,public speaking,https://socialbuzz.cdn.com/content/storage/1beeffff-f261-435f-a109-6fafe46669d4,worried,2021-02-12 23:28:40.0000000,negative,12
1BEEFFFF-F261-435F-A109-6FAFE46669D4,photo,public speaking,https://socialbuzz.cdn.com/content/storage/1beeffff-f261-435f-a109-6fafe46669d4,worried,2021-05-15 14:07:06.0000000,negative,12
1BEEFFFF-F261-435F-A109-6FAFE46669D4,photo,public speaking,https://socialbuzz.cdn.com/content/storage/1beeffff-f261-435f-a109-6fafe46669d4,intrigued,2021-04-09 23:38:12.0000000,positive,45
1BEEFFFF-F261-435F-A109-6FAFE46669D4,photo,public speaking,https://socialbuzz.cdn.com/content/storage/1beeffff-f261-435f-a109-6fafe46669d4,intrigued,2021-02-28 22:35:30.0000000,positive,45
1BEEFFFF-F261-435F-A109-6FAFE46669D4,photo,public speaking,https://socialbuzz.cdn.com/content/storage/1beeffff-f261-435f-a109-6fafe46669d4,worried,2020-06-19 19:44:57.0000000,negative,12
1BEEFFFF-F261-435F-A109-6FAFE46669D4,photo,public speaking,https://socialbuzz.cdn.com/content/storage/1beeffff-f261-435f-a109-6fafe46669d4,dislike,2020-12-08 18:01:21.0000000,negative,10
1BEEFFFF-F261-435F-A109-6FAFE46669D4,photo,public speaking,https://socialbuzz.cdn.com/content/storage/1beeffff-f261-435f-a109-6fafe46669d4,cherish,2020-12-31 23:16:19.0000000,positive,70
1BEEFFFF-F261-435F-A109-6FAFE46669D4,photo,public speaking,https://socialbuzz.cdn.com/content/storage/1beeffff-f261-435f-a109-6fafe46669d4,worried,2021-04-14 23:05:50.0000000,negative,12
1BEEFFFF-F261-435F-A109-6FAFE46669D4,photo,public speaking,https://socialbuzz.cdn.com/content/storage/1beeffff-f261-435f-a109-6fafe46669d4,dislike,2021-05-23 21:17:37.0000000,negative,10
1BEEFFFF-F261-435F-A109-6FAFE46669D4,photo,public speaking,https://socialbuzz.cdn.com/content/storage/1beeffff-f261-435f-a109-6fafe46669d4,intrigued,2021-05-17 22:23:33.0000000,positive,45
1BEEFFFF-F261-435F-A109-6FAFE46669D4,photo,public speaking,https://socialbuzz.cdn.com/content/storage/1beeffff-f261-435f-a109-6fafe46669d4,worried,2020-09-25 10:12:10.0000000,negative,12
1BEEFFFF-F261-435F-A109-6FAFE46669D4,photo,public speaking,https://socialbuzz.cdn.com/content/storage/1beeffff-f261-435f-a109-6fafe46669d4,intrigued,2021-06-04 22:13:14.0000000,positive,45
1BEEFFFF-F261-435F-A109-6FAFE46669D4,photo,public speaking,https://socialbuzz.cdn.com/content/storage/1beeffff-f261-435f-a109-6fafe46669d4,dislike,2021-06-03 13:25:16.0000000,negative,10
1BEEFFFF-F261-435F-A109-6FAFE46669D4,photo,public speaking,https://socialbuzz.cdn.com/content/storage/1beeffff-f261-435f-a109-6fafe46669d4,worried,2021-03-27 12:24:51.0000000,negative,12
3A7F83A0-B9F9-44C1-A15D-656C4095E732,gif,soccer,https://socialbuzz.cdn.com/content/storage/3a7f83a0-b9f9-44c1-a15d-656c4095e732,cherish,2021-04-24 12:52:43.0000000,positive,70
509A5FB0-9BB2-4809-9F90-18AE007ACC94,video,dogs,https://socialbuzz.cdn.com/content/storage/509a5fb0-9bb2-4809-9f90-18ae007acc94,indifferent,2021-02-09 05:17:24.0000000,neutral,20
509A5FB0-9BB2-4809-9F90-18AE007ACC94,video,dogs,https://socialbuzz.cdn.com/content/storage/509a5fb0-9bb2-4809-9f90-18ae007acc94,intrigued,2020-09-24 05:05:03.0000000,positive,45
509A5FB0-9BB2-4809-9F90-18AE007ACC94,video,dogs,https://socialbuzz.cdn.com/content/storage/509a5fb0-9bb2-4809-9f90-18ae007acc94,worried,2020-12-13 17:47:05.0000000,negative,12
509A5FB0-9BB2-4809-9F90-18AE007ACC94,video,dogs,https://socialbuzz.cdn.com/content/storage/509a5fb0-9bb2-4809-9f90-18ae007acc94,dislike,2020-12-01 06:01:09.0000000,negative,10
509A5FB0-9BB2-4809-9F90-18AE007ACC94,video,dogs,https://socialbuzz.cdn.com/content/storage/509a5fb0-9bb2-4809-9f90-18ae007acc94,worried,2020-08-21 03:57:32.0000000,negative,12
509A5FB0-9BB2-4809-9F90-18AE007ACC94,video,dogs,https://socialbuzz.cdn.com/content/storage/509a5fb0-9bb2-4809-9f90-18ae007acc94,cherish,2020-09-29 03:02:41.0000000,positive,70
08CC29F3-A22D-4652-8F27-FF9E0A826289,photo,technology,https://socialbuzz.cdn.com/content/storage/08cc29f3-a22d-4652-8f27-ff9e0a826289,indifferent,2020-11-11 04:13:10.0000000,neutral,20
08CC29F3-A22D-4652-8F27-FF9E0A826289,photo,technology,https://socialbuzz.cdn.com/content/storage/08cc29f3-a22d-4652-8f27-ff9e0a826289,intrigued,2021-04-08 18:57:32.0000000,positive,45
08CC29F3-A22D-4652-8F27-FF9E0A826289,photo,technology,https://socialbuzz.cdn.com/content/storage/08cc29f3-a22d-4652-8f27-ff9e0a826289,indifferent,2021-04-17 23:08:04.0000000,neutral,20
08CC29F3-A22D-4652-8F27-FF9E0A826289,photo,technology,https://socialbuzz.cdn.com/content/storage/08cc29f3-a22d-4652-8f27-ff9e0a826289,intrigued,2021-05-04 22:44:03.0000000,positive,45
08CC29F3-A22D-4652-8F27-FF9E0A826289,photo,technology,https://socialbuzz.cdn.com/content/storage/08cc29f3-a22d-4652-8f27-ff9e0a826289,intrigued,2021-06-01 22:22:10.0000000,positive,45
30C8A141-2C2E-4272-8854-FF5673509652,audio,culture,https://socialbuzz.cdn.com/content/storage/30c8a141-2c2e-4272-8854-ff5673509652,dislike,2020-07-11 14:33:41.0000000,negative,10
30C8A141-2C2E-4272-8854-FF5673509652,audio,culture,https://socialbuzz.cdn.com/content/storage/30c8a141-2c2e-4272-8854-ff5673509652,dislike,2021-01-10 17:03:48.0000000,negative,10
30C8A141-2C2E-4272-8854-FF5673509652,audio,culture,https://socialbuzz.cdn.com/content/storage/30c8a141-2c2e-4272-8854-ff5673509652,dislike,2020-08-03 19:40:27.0000000,negative,10
30C8A141-2C2E-4272-8854-FF5673509652,audio,culture,https://socialbuzz.cdn.com/content/storage/30c8a141-2c2e-4272-8854-ff5673509652,worried,2021-05-30 19:03:49.0000000,negative,12
30C8A141-2C2E-4272-8854-FF5673509652,audio,culture,https://socialbuzz.cdn.com/content/storage/30c8a141-2c2e-4272-8854-ff5673509652,worried,2020-11-10 19:47:59.0000000,negative,12
4478D98E-43E8-4DC0-884D-C1115AA8B970,audio,animals,https://socialbuzz.cdn.com/content/storage/4478d98e-43e8-4dc0-884d-c1115aa8b970,worried,2020-07-29 20:23:08.0000000,negative,12
4478D98E-43E8-4DC0-884D-C1115AA8B970,audio,animals,https://socialbuzz.cdn.com/content/storage/4478d98e-43e8-4dc0-884d-c1115aa8b970,dislike,2020-09-20 07:23:21.0000000,negative,10
4478D98E-43E8-4DC0-884D-C1115AA8B970,audio,animals,https://socialbuzz.cdn.com/content/storage/4478d98e-43e8-4dc0-884d-c1115aa8b970,cherish,2020-11-03 21:53:26.0000000,positive,70
BFA4E11C-9D72-49B9-BD43-49D95C2E5181,photo,veganism,https://socialbuzz.cdn.com/content/storage/bfa4e11c-9d72-49b9-bd43-49d95c2e5181,cherish,2020-06-30 11:21:47.0000000,positive,70
BFA4E11C-9D72-49B9-BD43-49D95C2E5181,photo,veganism,https://socialbuzz.cdn.com/content/storage/bfa4e11c-9d72-49b9-bd43-49d95c2e5181,cherish,2020-09-08 15:43:09.0000000,positive,70
220D9DC1-F8A5-422D-B200-3819F3B89B2B,video,dogs,https://socialbuzz.cdn.com/content/storage/220d9dc1-f8a5-422d-b200-3819f3b89b2b,dislike,2021-01-28 22:41:09.0000000,negative,10
220D9DC1-F8A5-422D-B200-3819F3B89B2B,video,dogs,https://socialbuzz.cdn.com/content/storage/220d9dc1-f8a5-422d-b200-3819f3b89b2b,indifferent,2020-06-18 17:31:37.0000000,neutral,20
220D9DC1-F8A5-422D-B200-3819F3B89B2B,video,dogs,https://socialbuzz.cdn.com/content/storage/220d9dc1-f8a5-422d-b200-3819f3b89b2b,intrigued,2020-11-18 03:01:16.0000000,positive,45
220D9DC1-F8A5-422D-B200-3819F3B89B2B,video,dogs,https://socialbuzz.cdn.com/content/storage/220d9dc1-f8a5-422d-b200-3819f3b89b2b,dislike,2021-02-23 07:48:12.0000000,negative,10
220D9DC1-F8A5-422D-B200-3819F3B89B2B,video,dogs,https://socialbuzz.cdn.com/content/storage/220d9dc1-f8a5-422d-b200-3819f3b89b2b,intrigued,2020-09-01 12:06:03.0000000,positive,45
220D9DC1-F8A5-422D-B200-3819F3B89B2B,video,dogs,https://socialbuzz.cdn.com/content/storage/220d9dc1-f8a5-422d-b200-3819f3b89b2b,dislike,2020-09-22 04:59:04.0000000,negative,10
220D9DC1-F8A5-422D-B200-3819F3B89B2B,video,dogs,https://socialbuzz.cdn.com/content/storage/220d9dc1-f8a5-422d-b200-3819f3b89b2b,cherish,2020-09-21 09:08:13.0000000,positive,70
220D9DC1-F8A5-422D-B200-3819F3B89B2B,video,dogs,https://socialbuzz.cdn.com/content/storage/220d9dc1-f8a5-422d-b200-3819f3b89b2b,intrigued,2021-01-07 07:39:06.0000000,positive,45
220D9DC1-F8A5-422D-B200-3819F3B89B2B,video,dogs,https://socialbuzz.cdn.com/content/storage/220d9dc1-f8a5-422d-b200-3819f3b89b2b,worried,2020-10-22 04:43:37.0000000,negative,12
259CD56F-B017-4A41-81A7-F26CE9B35092,video,culture,https://socialbuzz.cdn.com/content/storage/259cd56f-b017-4a41-81a7-f26ce9b35092,intrigued,2021-05-21 18:53:43.0000000,positive,45
259CD56F-B017-4A41-81A7-F26CE9B35092,video,culture,https://socialbuzz.cdn.com/content/storage/259cd56f-b017-4a41-81a7-f26ce9b35092,intrigued,2020-10-11 21:15:07.0000000,positive,45
259CD56F-B017-4A41-81A7-F26CE9B35092,video,culture,https://socialbuzz.cdn.com/content/storage/259cd56f-b017-4a41-81a7-f26ce9b35092,cherish,2020-10-26 04:55:03.0000000,positive,70
259CD56F-B017-4A41-81A7-F26CE9B35092,video,culture,https://socialbuzz.cdn.com/content/storage/259cd56f-b017-4a41-81a7-f26ce9b35092,cherish,2020-11-13 23:44:42.0000000,positive,70
259CD56F-B017-4A41-81A7-F26CE9B35092,video,culture,https://socialbuzz.cdn.com/content/storage/259cd56f-b017-4a41-81a7-f26ce9b35092,worried,2020-09-08 23:38:50.0000000,negative,12
259CD56F-B017-4A41-81A7-F26CE9B35092,video,culture,https://socialbuzz.cdn.com/content/storage/259cd56f-b017-4a41-81a7-f26ce9b35092,worried,2020-10-03 05:45:41.0000000,negative,12
259CD56F-B017-4A41-81A7-F26CE9B35092,video,culture,https://socialbuzz.cdn.com/content/storage/259cd56f-b017-4a41-81a7-f26ce9b35092,cherish,2021-03-04 04:56:49.0000000,positive,70
5ECD7F9D-4184-4836-B1C5-F03E131BA0A7,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,worried,2020-07-27 10:58:15.0000000,negative,12
5ECD7F9D-4184-4836-B1C5-F03E131BA0A7,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,indifferent,2021-05-28 16:02:56.0000000,neutral,20
5ECD7F9D-4184-4836-B1C5-F03E131BA0A7,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,indifferent,2021-05-19 12:21:45.0000000,neutral,20
5ECD7F9D-4184-4836-B1C5-F03E131BA0A7,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,cherish,2020-12-20 00:03:23.0000000,positive,70
5ECD7F9D-4184-4836-B1C5-F03E131BA0A7,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,dislike,2020-08-02 00:38:31.0000000,negative,10
5ECD7F9D-4184-4836-B1C5-F03E131BA0A7,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,worried,2021-03-02 06:19:12.0000000,negative,12
5ECD7F9D-4184-4836-B1C5-F03E131BA0A7,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,intrigued,2020-08-02 05:48:04.0000000,positive,45
5ECD7F9D-4184-4836-B1C5-F03E131BA0A7,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,indifferent,2020-08-05 11:59:47.0000000,neutral,20
5ECD7F9D-4184-4836-B1C5-F03E131BA0A7,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,worried,2020-09-20 22:27:07.0000000,negative,12
5ECD7F9D-4184-4836-B1C5-F03E131BA0A7,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,cherish,2021-06-13 09:07:41.0000000,positive,70
5ECD7F9D-4184-4836-B1C5-F03E131BA0A7,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,intrigued,2021-02-03 02:51:19.0000000,positive,45
5ECD7F9D-4184-4836-B1C5-F03E131BA0A7,video,science,https://socialbuzz.cdn.com/content/storage/5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,worried,2020-10-11 18:39:13.0000000,negative,12
EC69AD7C-C57B-4D10-AD0F-930FF10BF687,video,science,https://socialbuzz.cdn.com/content/storage/ec69ad7c-c57b-4d10-ad0f-930ff10bf687,indifferent,2020-10-30 16:01:15.0000000,neutral,20
EC69AD7C-C57B-4D10-AD0F-930FF10BF687,video,science,https://socialbuzz.cdn.com/content/storage/ec69ad7c-c57b-4d10-ad0f-930ff10bf687,dislike,2020-06-25 21:40:50.0000000,negative,10
EC69AD7C-C57B-4D10-AD0F-930FF10BF687,video,science,https://socialbuzz.cdn.com/content/storage/ec69ad7c-c57b-4d10-ad0f-930ff10bf687,dislike,2021-05-06 07:54:21.0000000,negative,10
EC69AD7C-C57B-4D10-AD0F-930FF10BF687,video,science,https://socialbuzz.cdn.com/content/storage/ec69ad7c-c57b-4d10-ad0f-930ff10bf687,dislike,2020-07-06 20:51:53.0000000,negative,10
